status,open,close,type,account_id,client_id,value
Active,2009-09-16,,Roth IRA,1381,472,6034.618886603112
Active,2017-12-25,,529,1382,473,5955.385786283175
Inactive,2017-12-15,2018-06-18,Brokerage,1383,473,16798.55127803539
Active,2016-12-08,,Roth 401(k),1384,474,16456.994507693307
Active,2016-10-13,,Traditional IRA,1385,474,21077.4389081566
Active,2017-10-18,,Roth IRA,1386,474,284749.63370942394
Active,2012-09-14,,529,1387,474,8877.259152275226
Active,2016-12-21,,Traditional IRA,1388,475,15137.457884421076
Active,2017-07-21,,Brokerage,1389,475,19900.71487453469
Active,2015-02-17,,Roth 401(k),1390,476,2243.834319384212
Active,2017-10-29,,Brokerage,1391,477,14697.686151260139
Active,2017-08-30,,Traditional IRA,1392,477,4956.68079456094
Active,2017-12-06,,Roth IRA,1393,477,4581.791510768625
Active,2010-12-21,,Roth IRA,1394,478,65255.09667823391
Active,2015-09-21,,Roth 401(k),1395,478,24110.516253900245
Active,2003-07-09,,529,1396,478,20451.165613161236
Active,2013-06-25,,Traditional IRA,1397,478,9302.101563090191
Active,2008-12-02,,Brokerage,1398,478,5111.838784147626
Active,2015-06-05,,Roth IRA,1399,479,24217.996056510754
Active,2017-09-12,,Roth 401(k),1400,480,7875.058846627822
Active,2015-11-11,,529,1401,480,244732.29487017516
Active,2015-10-12,,529,1402,481,5329.190369920693
Active,2018-04-07,,Traditional IRA,1403,481,8652.601302579887
Active,2016-06-11,,Roth 401(k),1404,481,1607.6506894147346
Active,2016-01-04,,Brokerage,1405,481,201980.90673620376
Active,2017-02-08,,Roth IRA,1406,481,6109.652904566639
Active,2017-05-17,,529,1407,482,2718.0546385183043
Active,2009-06-21,,Traditional IRA,1408,482,7538.510235322379
Inactive,2015-11-24,2017-02-17,529,1409,483,18711.20412341395
Active,2017-05-13,,Roth 401(k),1410,483,17338.801448295028
Active,2017-10-20,,Roth IRA,1411,483,136463.4425165056
Active,2018-07-17,,Traditional IRA,1412,483,3055.7806026133553
Active,2014-05-11,,Roth IRA,1413,484,21403.942118468443
Active,2013-03-28,,Roth 401(k),1414,484,17241.893151578297
Active,2015-04-30,,529,1415,484,14551.009988639746
Active,2014-07-18,,Traditional IRA,1416,484,20489.55926329842
Active,2011-06-10,,Brokerage,1417,484,3841.591452731362
Active,2017-01-22,,Roth 401(k),1418,485,23395.00826143521
Active,2018-03-06,,529,1419,485,22367.112195426376
Active,2017-06-29,,Roth IRA,1420,485,10759.073252970722
Active,2017-02-20,,Brokerage,1421,485,11140.836329507893
Active,2017-07-02,,Roth IRA,1422,486,12936.18226635733
Active,2017-08-03,,Brokerage,1423,486,7486.171014270126
Inactive,2018-01-20,2018-06-09,Roth 401(k),1424,486,23562.95485476324
Active,2017-10-07,,Traditional IRA,1425,486,13954.298077780675
Active,2011-09-27,,Roth 401(k),1426,487,7300.871500414265
Active,2017-10-18,,Traditional IRA,1427,487,7559.0528303197225
Active,2017-12-10,,529,1428,487,51067.33569148537
Active,2017-08-31,,Brokerage,1429,487,16676.006997928096
Active,2017-01-16,,Roth IRA,1430,487,19482.6260460796
Active,2015-02-09,,529,1431,488,98647.8313077105
Active,2017-09-04,,Traditional IRA,1432,488,24961.38489891104
Inactive,2011-12-21,2016-02-05,Roth 401(k),1433,488,13283.097879859748
Active,2016-02-03,,Brokerage,1434,489,14427.900316148061
Active,2011-04-03,,Roth IRA,1435,489,5590.8849962954055
Active,2006-08-28,,529,1436,489,21523.558993566545
Active,2003-09-28,,Roth 401(k),1437,489,1240.7536464796474
Active,2014-07-11,,Traditional IRA,1438,489,245051.2239450906
Active,2014-06-29,,Brokerage,1439,490,6295.702215875987
Active,2015-04-05,,Traditional IRA,1440,490,19355.715532522216
Active,2016-10-08,,529,1441,491,22613.69218197074
Active,2013-01-14,,Brokerage,1442,491,10374.313807753504
Active,2012-10-12,,Roth IRA,1443,491,9250.074982889517
Active,2015-08-15,,Roth IRA,1444,492,11539.264894189857
Active,2015-11-26,,Brokerage,1445,493,7904.408660281489
Active,2018-02-22,,Roth 401(k),1446,494,10591.546570400827
Active,2015-01-10,,Roth IRA,1447,495,10126.794532795013
Active,2015-04-27,,Traditional IRA,1448,496,20454.90828389177
Active,2002-07-25,,Roth 401(k),1449,496,10706.800524875438
Active,2018-04-04,,Roth IRA,1450,496,5705.593425176268
Active,2010-07-04,,Brokerage,1451,496,23066.489911119395
Inactive,2007-03-19,2011-03-01,Roth IRA,1452,497,126336.20747080752
Active,2014-12-03,,Traditional IRA,1453,497,7807.840652103329
Active,2015-11-23,,Brokerage,1454,498,9900.608444140378
Active,2017-06-27,,Roth IRA,1455,498,20516.492281783172
Active,2017-08-07,,529,1456,498,4244.809573585817
Inactive,2014-04-14,2016-04-05,529,1457,499,5818.883330635066
Active,2003-04-20,,Traditional IRA,1458,499,4419.403668083693
Active,2003-09-24,,Brokerage,1459,499,11125.438334395498
Active,2015-10-14,,Brokerage,1460,500,14550.294495876538
Active,2016-08-30,,Roth 401(k),1461,501,150845.55890601396
Active,2008-08-11,,Traditional IRA,1462,501,16707.186347215895
Active,2014-06-11,,Roth IRA,1463,501,10999.4699413257
Active,2010-12-29,,529,1464,501,2029.2005206656797
Active,2018-02-21,,Roth 401(k),1465,502,10155.064544022001
Active,2016-12-19,,Roth 401(k),1466,503,11974.872190299458
Active,2013-08-21,,Roth 401(k),1467,504,4563.763563598851
Active,2015-12-26,,Roth IRA,1468,504,2376.317686116382
Active,2012-06-04,,Traditional IRA,1469,504,22908.745451327628
Active,2014-09-27,,Brokerage,1470,504,17581.705577808814
Active,2018-06-17,,Roth 401(k),1471,505,5982.330673196201
Active,2018-02-08,,529,1472,505,21950.633845675857
Active,2006-01-27,,529,1473,506,8088.796662216047
Active,2003-01-04,,Roth 401(k),1474,506,13800.855042848561
Active,2018-06-19,,Brokerage,1475,506,1850.2480191442326
Active,2011-07-30,,Brokerage,1476,507,14209.326093643826
Inactive,2016-05-01,2017-02-04,Roth IRA,1477,507,2486.797210490573
Active,2010-08-14,,529,1478,507,4955.264657599457
Active,2017-11-18,,Roth 401(k),1479,507,3750.691364641215
Active,2018-06-03,,Traditional IRA,1480,507,21613.32904477959
Active,2016-07-31,,Roth 401(k),1481,508,9872.649064539159
Active,2016-12-06,,529,1482,508,7168.160699075295
Active,2018-05-29,,Traditional IRA,1483,508,1418.2082124943863
Active,2017-05-05,,Brokerage,1484,508,20346.47361316203
Active,2013-01-01,,Roth 401(k),1485,509,8057.781381540562
Active,2008-11-13,,Traditional IRA,1486,509,9872.191248576853
Active,2011-01-13,,529,1487,509,19135.224967634604
Active,2017-06-13,,Roth 401(k),1488,510,9519.81352478666
Active,2015-10-11,,529,1489,510,8750.038867631461
Inactive,2015-08-17,2016-09-28,Brokerage,1490,510,84253.44975695756
Active,2018-06-01,,Traditional IRA,1491,510,21169.857291809345
Active,2018-04-26,,Brokerage,1492,511,8011.664292705264
Active,2014-07-26,,529,1493,511,10128.943434418
Active,2017-11-28,,Roth IRA,1494,511,4727.632795222801
Active,2017-11-04,,Roth 401(k),1495,511,17623.833330497666
Active,2017-06-17,,Traditional IRA,1496,511,22204.555551615722
Active,2015-05-26,,Brokerage,1497,512,217338.3466663956
Active,2014-12-06,,Traditional IRA,1498,513,24947.785417535997
Active,2015-12-31,,529,1499,513,15589.997452224366
Active,2011-12-04,,Roth 401(k),1500,513,9549.263258211084
Active,2017-02-17,,Traditional IRA,1501,514,22093.783019038172
Active,2014-12-26,,Roth 401(k),1502,514,21850.92970695773
Active,2018-03-14,,Brokerage,1503,515,22062.541363513414
Active,2018-02-22,,Roth 401(k),1504,515,20319.96913306153
Inactive,2018-05-22,2018-09-09,Roth IRA,1505,515,1578.6188534773942
Active,2018-04-06,,Traditional IRA,1506,515,173510.043660225
Active,2018-04-19,,529,1507,515,1101.767933212293
Inactive,2011-05-03,2012-04-08,Roth IRA,1508,516,17095.15328495289
Active,2012-10-01,,Roth 401(k),1509,516,17826.53372678573
Active,2015-04-20,,529,1510,517,6190.19237340963
Active,2013-04-04,,Traditional IRA,1511,517,16063.266907694802
Active,2016-06-08,,Roth 401(k),1512,517,18842.8991020647
Active,2010-05-21,,529,1513,518,3611.5687078083834
Active,2016-11-26,,Roth 401(k),1514,518,18094.584736719626
Active,2007-03-13,,Brokerage,1515,518,1627.4055100430846
Active,2009-09-19,,Brokerage,1516,519,17927.757525132856
Active,2012-08-12,,Roth IRA,1517,519,24689.28457907624
Active,2012-10-20,,Roth 401(k),1518,519,1263.0255191496165
Active,2016-04-14,,Traditional IRA,1519,519,19611.68214686564
Active,2017-09-29,,Roth IRA,1520,520,9034.360265639614
Active,2016-10-19,,Roth 401(k),1521,520,3665.605528690089
Inactive,2014-07-06,2014-10-20,Roth 401(k),1522,521,8542.843136199725
Active,2016-04-29,,Roth IRA,1523,521,2194.8051536657867
Inactive,2015-04-28,2017-07-13,Roth IRA,1524,522,4927.486976924973
Active,2005-09-04,,Roth IRA,1525,523,2944.787432159809
Active,2017-05-07,,Brokerage,1526,524,17859.479520613484
Active,2016-11-21,,529,1527,525,23948.396335163252
Active,2018-04-17,,Brokerage,1528,525,6484.831293477181
Active,2016-12-17,,Traditional IRA,1529,525,5341.629070795745
Active,2018-06-23,,Roth 401(k),1530,525,24909.482449510542
Active,2016-09-14,,Traditional IRA,1531,526,16279.019327613558
Active,2017-07-31,,Roth 401(k),1532,526,6519.04100912033
Active,2016-09-27,,529,1533,526,23734.289686721324
Active,2015-08-16,,Brokerage,1534,526,2509.032366848346
Active,2015-04-08,,Roth IRA,1535,526,13416.826753483
Active,2018-01-06,,Traditional IRA,1536,527,21127.959025952438
Active,2006-11-29,,Roth 401(k),1537,527,17078.45653360957
Active,2000-03-30,,529,1538,527,11227.214673747038
Active,2013-09-02,,Roth IRA,1539,527,16740.95364331991
Active,2014-08-17,,Brokerage,1540,527,8659.104039955986
Active,2007-03-14,,Roth IRA,1541,528,23288.27676035758
Active,2012-04-13,,529,1542,528,11517.202320766479
Active,2008-03-09,,Roth 401(k),1543,528,4413.236926391894
Active,2011-07-29,,Brokerage,1544,528,140349.16364186094
Active,2015-11-28,,Brokerage,1545,529,19736.23262850548
Active,2014-09-20,,Brokerage,1546,530,22669.432065409022
Active,2011-12-19,,Traditional IRA,1547,530,24080.213532744514
Active,2015-05-26,,Roth 401(k),1548,530,1368.6005232268678
Active,2015-02-08,,529,1549,530,24168.28680756052
Active,2009-05-28,,Roth IRA,1550,530,15851.126620844212
Active,2016-08-27,,Traditional IRA,1551,531,153869.543037584
Active,2016-01-22,,529,1552,532,1532.1615045827475
Active,2009-12-13,,Roth 401(k),1553,532,265628.98890504596
Active,2018-04-25,,Roth 401(k),1554,533,7575.244993340206
Active,2016-01-25,,Brokerage,1555,533,9136.68943868869
Active,2017-08-18,,Traditional IRA,1556,533,160875.48202825667
Active,2017-04-28,,Roth IRA,1557,533,17134.864846679342
Active,2009-01-13,,Roth IRA,1558,534,5933.14815537048
Active,2011-03-11,,Roth 401(k),1559,535,16310.766647193686
Active,2011-01-08,,529,1560,535,4409.241935430528
Active,2013-12-14,,Roth IRA,1561,535,6760.7774439369105
Active,2010-01-28,,Roth IRA,1562,536,20630.428131115907
Active,2011-11-09,,Traditional IRA,1563,536,21698.09983593528
Active,2011-01-03,,Brokerage,1564,536,122006.13295928595
Active,2013-03-31,,Roth 401(k),1565,536,3131.591921309014
Active,2015-01-10,,Traditional IRA,1566,537,3426.367074989332
Active,2006-08-01,,Roth IRA,1567,538,6600.608183427291
Active,2008-04-19,,Brokerage,1568,538,227878.30100159362
Active,2014-10-11,,529,1569,539,22256.638272438566
Active,2011-11-14,,Traditional IRA,1570,539,24013.685882064114
Active,2013-04-14,,Roth IRA,1571,539,9526.16008228854
Active,2018-06-18,,Brokerage,1572,539,5511.144983027517
Active,2016-12-11,,Brokerage,1573,540,14571.415549944431
Active,2018-02-05,,529,1574,540,63081.352829030395
Active,2013-07-17,,Traditional IRA,1575,541,1248.5429009187455
Active,2005-03-15,,Traditional IRA,1576,542,10600.24987848018
Inactive,2009-03-19,2009-12-13,529,1577,543,11130.554210606606
Active,2008-06-27,,Roth 401(k),1578,543,268017.1550045289
Active,2008-10-03,,Roth IRA,1579,543,2441.8644713577055
Active,2012-05-15,,Traditional IRA,1580,543,9682.527659141873
Inactive,2008-03-12,2013-01-20,Brokerage,1581,543,9069.980504841762
Active,2012-08-18,,Roth IRA,1582,544,22015.68139957128
Active,2011-05-19,,Traditional IRA,1583,544,17813.516085422627
Active,2013-10-01,,Roth 401(k),1584,544,11063.360573434566
Active,2011-10-07,,Roth IRA,1585,545,12828.633440439875
Active,2017-11-23,,Brokerage,1586,545,1440.6165140842395
Active,2012-07-29,,Roth 401(k),1587,545,22133.53399601354
Active,2015-02-19,,Traditional IRA,1588,545,12097.840469084416
Active,2018-05-06,,Traditional IRA,1589,546,23816.606976016417
Active,2015-10-19,,Roth 401(k),1590,546,11482.0620033341
Active,2015-09-25,,529,1591,546,2968.674603016213
Active,2015-08-22,,Traditional IRA,1592,547,22064.62510059287
Inactive,2016-12-28,2017-05-02,Roth 401(k),1593,547,18925.25977327613
Inactive,2017-06-30,2018-08-01,Brokerage,1594,547,18718.243817055092
Active,2012-08-02,,Roth IRA,1595,547,156254.99247693486
Active,2009-10-17,,Roth IRA,1596,548,165221.33901163016
Active,2002-08-27,,529,1597,548,8512.831213506488
Active,2017-06-17,,Roth IRA,1598,549,6838.693890797348
Active,2010-10-26,,Brokerage,1599,549,235359.56833646263
Active,2016-03-04,,529,1600,549,21774.290162401674
Active,2014-12-19,,Roth 401(k),1601,549,7334.507117675874
Active,2012-05-25,,529,1602,550,14927.211640185116
Inactive,2018-06-22,2018-10-09,Traditional IRA,1603,550,1595.3585794976439
Active,2014-07-17,,Brokerage,1604,550,16567.170900373567
Active,2015-01-30,,Roth 401(k),1605,550,1689.4861560890445
Active,2005-12-07,,Roth 401(k),1606,551,4459.504611662118
Active,2009-04-28,,Roth IRA,1607,551,20211.154866994053
Active,2017-05-09,,Brokerage,1608,551,7372.173082140438
Active,2014-06-30,,Traditional IRA,1609,551,8992.427258781441
Active,2017-09-20,,529,1610,551,13347.466647934114
Active,2009-07-30,,529,1611,552,24483.59679895827
Active,2012-01-02,,Roth IRA,1612,552,14898.901683870752
Active,2009-11-30,,Brokerage,1613,552,24077.891890493982
Inactive,2016-06-09,2017-11-23,529,1614,553,20902.818392668993
Active,2016-04-29,,Traditional IRA,1615,553,1461.6403117582006
Active,2010-06-08,,Traditional IRA,1616,554,22905.897213029108
Active,2014-03-26,,Roth 401(k),1617,554,10210.946141596638
Active,2012-02-02,,529,1618,554,22506.516300571453
Active,2013-09-12,,Roth IRA,1619,555,3564.0172231207857
Active,2018-02-17,,Traditional IRA,1620,556,8686.414261090682
Active,2015-10-01,,Roth IRA,1621,556,8013.884890397915
Active,2017-07-02,,Brokerage,1622,556,13539.079662319971
Inactive,2016-12-09,2018-08-12,529,1623,556,6563.688767056532
Active,2004-07-22,,Roth IRA,1624,557,12333.373580865014
Active,2014-11-01,,Brokerage,1625,557,7078.191236026576
Active,2006-12-19,,Traditional IRA,1626,557,14278.824536415348
Active,2015-10-11,,Roth 401(k),1627,557,19346.857622710075
Active,2018-02-26,,Brokerage,1628,558,272727.38473451184
Active,2005-08-21,,Brokerage,1629,559,21016.178411318077
Active,2017-01-22,,529,1630,560,14406.811903064036
Active,2012-11-11,,Roth IRA,1631,560,13241.569988010118
Active,2012-09-13,,Brokerage,1632,560,159452.98328970734
Active,2008-01-26,,Roth IRA,1633,561,12862.544357494253
Inactive,2015-08-09,2017-06-09,529,1634,561,60704.40797009089
Active,2004-06-23,,Roth 401(k),1635,561,9364.602207772825
Active,2016-04-13,,Roth 401(k),1636,562,21823.49929591864
Active,2016-11-25,,Brokerage,1637,562,5267.816151213479
Active,2016-02-27,,Traditional IRA,1638,562,11804.141545178714
Active,2016-11-17,,529,1639,562,20881.025024600378
Active,2017-05-12,,Roth 401(k),1640,563,24717.448219573653
Active,2013-07-06,,Roth IRA,1641,563,13942.036774028706
Active,2016-07-07,,529,1642,563,17114.885853607437
Active,2017-04-01,,Brokerage,1643,563,23207.93736938397
Active,2013-05-01,,529,1644,564,15874.875630832163
Active,2016-02-20,,Roth 401(k),1645,564,17168.361329744133
Active,2011-10-30,,Roth 401(k),1646,565,2971.759745160586
Active,2013-04-02,,Traditional IRA,1647,565,22827.708858901453
Active,2012-05-06,,529,1648,565,9065.249874786874
Active,2011-09-14,,Brokerage,1649,565,24174.682476957645
Active,2014-04-18,,Roth IRA,1650,565,12518.74665651447
Inactive,2015-01-13,2018-09-08,Brokerage,1651,566,23467.470016135427
Active,2015-09-15,,Roth 401(k),1652,566,70602.03357870341
Active,2006-02-27,,Roth IRA,1653,566,224183.46459308732
Active,2014-08-31,,Traditional IRA,1654,566,13165.55570389944
Active,2013-03-10,,529,1655,566,1499.9504001522864
Active,2015-03-28,,Traditional IRA,1656,567,199317.74937643806
Active,2017-08-02,,529,1657,567,8368.934349739247
Active,2007-12-30,,529,1658,568,18031.139348119606
Active,2007-03-16,,Roth IRA,1659,568,24524.336019061095
Inactive,2008-03-24,2010-12-21,Roth IRA,1660,569,258726.74111535872
Active,2011-01-17,,Traditional IRA,1661,569,9116.035846953455
Active,2015-07-16,,Roth 401(k),1662,569,4648.603400773156
Active,2016-07-02,,Roth 401(k),1663,570,265326.4313888132
Active,2005-05-04,,Traditional IRA,1664,570,19770.73125955736
Active,2015-05-26,,Brokerage,1665,570,19599.491917695737
Active,2018-02-10,,529,1666,570,3774.2303113165017
Active,2013-11-20,,Roth IRA,1667,570,24225.813731360697
Active,2017-07-01,,529,1668,571,16185.509229684912
Active,2018-02-28,,Traditional IRA,1669,571,3360.5289887903805
Active,2013-02-27,,Roth 401(k),1670,571,18944.74801564464
Active,2017-02-05,,Brokerage,1671,572,9914.356660542806
Active,2013-11-24,,Roth 401(k),1672,572,19006.989334735204
Active,2016-09-06,,529,1673,572,19474.8804560467
Inactive,2015-05-10,2016-12-29,Roth 401(k),1674,573,4918.733980072414
Active,2001-11-17,,Brokerage,1675,573,11005.668187043202
Active,2016-05-14,,Roth IRA,1676,573,20512.17924678332
Active,2017-02-06,,Traditional IRA,1677,573,23095.532011154308
Active,2017-09-08,,529,1678,573,24048.89800859544
Active,2012-10-12,,Roth IRA,1679,574,10479.03847561304
Active,2013-08-17,,Roth 401(k),1680,574,19507.613349109724
Active,2017-10-10,,529,1681,575,9889.531853771467
Active,2017-11-05,,Roth 401(k),1682,575,109294.5879483463
Active,2017-09-19,,Roth IRA,1683,575,6480.685350991341
Active,2014-01-12,,Traditional IRA,1684,576,172623.3292536383
Active,2018-05-17,,Roth IRA,1685,577,22570.302620293445
Active,2018-06-11,,Roth 401(k),1686,577,3866.7805765943626
Active,2017-09-01,,Brokerage,1687,577,13829.08902670301
Active,2012-06-21,,529,1688,578,227824.5720862729
Active,2004-12-29,,Roth 401(k),1689,578,19748.543440254303
Inactive,2006-11-15,2007-06-13,Brokerage,1690,578,5119.395140553105
Active,2003-04-04,,Roth IRA,1691,578,10669.125462021753
Active,2013-09-25,,Roth IRA,1692,579,5251.187332071894
Active,2008-10-30,,Roth 401(k),1693,579,8938.80725245626
Active,2009-07-20,,529,1694,579,20529.26387749614
Active,2013-02-20,,Roth 401(k),1695,580,19641.19674787374
Inactive,2009-07-03,2018-06-30,529,1696,580,8633.564149523832
Active,2013-07-06,,Traditional IRA,1697,580,22841.673259475592
Active,2010-06-13,,Roth IRA,1698,580,9165.042879050809
Active,2010-05-12,,Brokerage,1699,580,7104.462935468055
Active,2009-02-25,,Brokerage,1700,581,16161.148354323954
Active,2018-01-15,,Brokerage,1701,582,20878.356590009837
Active,2017-08-24,,Roth IRA,1702,582,1913.2487720669806
Active,2014-02-14,,Roth 401(k),1703,582,3078.7379943717524
Inactive,2016-06-02,2017-11-30,529,1704,582,100621.75020596957
Active,2011-12-12,,Traditional IRA,1705,582,21797.553641034177
Active,2017-04-29,,529,1706,583,22451.230937326432
Active,2018-05-30,,529,1707,584,22194.57660988301
Active,2018-02-10,,Brokerage,1708,584,129826.24617825281
Active,2016-06-11,,Roth IRA,1709,585,18271.850959324758
Active,2017-08-07,,Traditional IRA,1710,585,2185.0385463160765
Active,2014-04-22,,529,1711,586,12706.502230612703
Inactive,2015-12-31,2018-01-14,Roth 401(k),1712,586,16821.187458206543
Active,2012-07-29,,Brokerage,1713,586,9125.127379540174
Active,2015-06-16,,Roth IRA,1714,586,24510.57602627876
Active,2014-05-24,,Traditional IRA,1715,586,14635.36996075031
Active,2010-06-11,,Traditional IRA,1716,587,18883.40897104524
Active,2017-08-12,,Roth 401(k),1717,587,20722.925024101747
Active,2008-11-23,,529,1718,588,7576.517219235894
Inactive,2014-02-13,2018-01-06,Brokerage,1719,588,12148.074301189146
Active,2006-11-30,,Roth IRA,1720,588,13068.082790296574
Active,2013-04-13,,Roth IRA,1721,589,11575.730976252056
Active,2018-02-04,,Brokerage,1722,589,19383.675239813907
Active,2017-03-27,,Traditional IRA,1723,589,16995.570279307143
Active,2018-05-15,,529,1724,589,20750.661754505803
Active,2017-07-07,,Roth IRA,1725,590,24935.934552490784
Active,2011-09-19,,Brokerage,1726,591,10887.328049269026
Active,2017-05-31,,Roth 401(k),1727,592,76037.56275244807
Active,2009-05-17,,529,1728,593,3308.6077451956503
Active,2006-10-12,,Roth IRA,1729,593,15296.330098777898
Active,2016-08-05,,Roth 401(k),1730,594,11472.39903570757
Active,2010-06-19,,529,1731,595,99887.06898581421
Active,2010-06-14,,Traditional IRA,1732,596,7802.156014255887
Active,2018-06-08,,Brokerage,1733,596,2320.0878140441364
Inactive,2013-06-25,2014-02-10,529,1734,596,11964.75033710547
Active,2010-09-02,,Roth 401(k),1735,596,23876.960365478917
Active,2017-06-15,,Brokerage,1736,597,14941.68429026434
Active,2015-12-16,,Roth 401(k),1737,597,13867.151787512861
Active,2016-08-12,,Traditional IRA,1738,597,22174.856658580105
Active,2015-06-09,,Roth IRA,1739,597,3350.612545633741
Active,2016-02-22,,529,1740,597,19534.817003291297
Active,2011-02-07,,529,1741,598,16266.276770285376
Active,2016-03-28,,Roth IRA,1742,599,12049.13824499173
Active,2014-03-23,,Brokerage,1743,599,3243.9898703613662
Active,2014-09-17,,Roth 401(k),1744,599,22235.504409905778
Inactive,2011-03-13,2015-01-13,Roth 401(k),1745,600,6701.5237163483625
Active,2018-04-03,,Roth IRA,1746,601,5661.323019580872
Active,2013-10-09,,Brokerage,1747,601,8459.445016660433
Active,2018-05-03,,Roth IRA,1748,602,54142.71278430825
Active,2018-03-11,,Traditional IRA,1749,603,9830.010690205865
Active,2017-12-01,,Roth 401(k),1750,603,4083.1173236089453
Active,2018-05-03,,Brokerage,1751,603,1863.0975378373691
Active,2014-07-10,,Traditional IRA,1752,604,98116.56850519864
Active,2011-10-11,,Roth 401(k),1753,604,23164.242011346993
Active,2012-01-27,,Roth IRA,1754,604,10495.817753827267
Active,2011-11-16,,529,1755,604,14978.913442064857
Active,2009-02-20,,Brokerage,1756,604,24973.488826709447
Active,2017-10-07,,Roth IRA,1757,605,20498.799260972573
Active,2018-01-23,,Brokerage,1758,605,18319.41807263176
Active,2016-11-26,,Traditional IRA,1759,605,15104.097296565047
Active,2017-02-21,,529,1760,606,274626.3635650178
Active,2017-01-27,,Roth 401(k),1761,606,8357.737351023377
Inactive,2018-06-15,2018-10-01,Traditional IRA,1762,607,18270.891413648907
Active,2012-04-03,,Brokerage,1763,608,2177.1334040920156
Inactive,2010-05-31,2018-05-13,Roth IRA,1764,608,23618.731374187413
Active,2012-06-16,,529,1765,608,6556.454245833501
Active,2008-12-21,,Roth 401(k),1766,608,2859.205173025536
Active,2004-12-30,,Roth IRA,1767,609,7094.344534170927
Active,2016-04-16,,Brokerage,1768,609,6584.097995357536
Active,2011-07-11,,529,1769,609,21452.665536440283
Active,2013-05-21,,Roth IRA,1770,610,18891.034399550386
Active,2012-07-25,,Traditional IRA,1771,610,18510.14448514207
Active,2011-11-06,,529,1772,610,21012.851438206468
Active,2011-04-07,,Brokerage,1773,610,17833.422610443802
Active,2010-01-29,,Brokerage,1774,611,16937.962094279246
Active,2008-02-19,,Roth 401(k),1775,611,18741.13732227507
Active,2010-01-06,,Traditional IRA,1776,611,12467.688727400338
Active,2016-05-02,,529,1777,611,11359.504029425483
Active,2016-12-13,,Roth IRA,1778,612,22540.50228342927
Active,2013-07-23,,Traditional IRA,1779,612,21732.593733969912
Active,2017-02-23,,Roth 401(k),1780,612,13316.25450373015
Active,2016-01-06,,Brokerage,1781,612,17540.884986914938
Inactive,2013-11-16,2014-12-08,529,1782,613,24262.92333754022
Active,2010-04-23,,Roth IRA,1783,613,18492.381271878985
Active,2015-11-16,,Brokerage,1784,613,11492.745255376727
Active,2017-12-26,,Traditional IRA,1785,613,7316.713871871837
Active,2017-09-01,,Brokerage,1786,614,21260.865845404292
Active,2013-07-09,,529,1787,614,192691.40032937675
Active,2013-02-24,,Roth IRA,1788,614,16940.49754140398
Active,2016-01-03,,Traditional IRA,1789,614,6321.620512661817
Active,2014-06-30,,Roth 401(k),1790,614,4602.197905895033
Inactive,2002-08-07,2010-02-15,Roth 401(k),1791,615,23578.097886071504
Active,2008-09-12,,Roth 401(k),1792,616,18272.9367054504
Active,2015-04-09,,Traditional IRA,1793,616,23718.840155939248
Active,2015-04-20,,Roth IRA,1794,616,9929.563066174127
Active,2003-07-19,,529,1795,616,18897.70012357377
Active,2018-03-13,,Roth IRA,1796,617,19633.49282394112
Active,2018-07-16,,529,1797,618,5841.427150529732
Active,2012-02-16,,Roth 401(k),1798,619,9216.56619078962
Active,2010-03-30,,529,1799,619,9153.23905842339
Active,2010-01-15,,Roth IRA,1800,619,3324.3118614006767
Active,2014-09-16,,Traditional IRA,1801,620,16225.900866440339
Active,2014-05-21,,529,1802,621,12719.573503106754
Inactive,2002-10-06,2011-08-13,Roth 401(k),1803,621,15770.940082353705
Active,2014-06-21,,Brokerage,1804,621,19823.62745392359
Active,2014-01-17,,Traditional IRA,1805,621,14277.270552007814
Active,2003-01-10,,Roth IRA,1806,621,6715.577085103422
Active,2017-03-27,,Brokerage,1807,622,12744.1669936098
Active,2018-05-22,,Roth IRA,1808,622,1303.508181669705
Active,2016-01-28,,529,1809,623,9306.968241609307
Active,2011-06-23,,Roth 401(k),1810,624,24035.033069777284
Active,2010-11-20,,Roth 401(k),1811,625,14803.014133905446
Active,2007-10-15,,Traditional IRA,1812,625,15575.928941101069
Active,2006-07-08,,529,1813,625,8239.07869834668
Active,2012-12-18,,Roth IRA,1814,625,10527.94107015832
Active,2011-11-02,,Roth 401(k),1815,626,17937.217099956695
Active,2017-03-31,,529,1816,626,19972.29513556049
Inactive,2013-04-13,2018-07-01,Brokerage,1817,627,10992.565755741613
Active,2008-06-24,,529,1818,627,13479.086665584855
Active,2010-12-17,,Traditional IRA,1819,628,7156.078951790739
Active,2018-01-27,,Roth 401(k),1820,628,15090.693274733921
Active,2015-02-02,,Roth IRA,1821,628,9336.43140074896
Active,2011-12-22,,Brokerage,1822,628,17965.136393815825
Active,2018-01-27,,529,1823,629,17481.0856794515
Active,2009-12-09,,Roth 401(k),1824,630,17143.09984255789
Active,2015-09-29,,Traditional IRA,1825,631,132015.0416151393
Active,2016-10-10,,Roth IRA,1826,631,24003.556640888317
Active,2017-03-18,,Brokerage,1827,632,13817.155124799672
Active,2018-04-11,,529,1828,632,11170.338500828695
Active,2011-09-23,,Roth 401(k),1829,632,23498.436167131214
Active,2011-06-14,,Roth 401(k),1830,633,5171.486599271551
Active,2013-08-21,,Traditional IRA,1831,633,87067.64790787388
Active,2011-01-07,,Roth IRA,1832,633,13344.259267208998
